loc,cbo,dit,fanIn,fanOut,lcom,noc,rfc,wmc,numberOfAttributes,numberOfAttributesInherited,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,numberOfVersionsUntil:,numberOfRefactoringsUntil:,numberOfAuthorsUntil:,linesAddedUntil:,maxLinesAddedUntil:,avgLinesAddedUntil:,linesRemovedUntil:,maxLinesRemovedUntil:,avgLinesRemovedUntil:,codeChurnUntil:,maxCodeChurnUntil:,avgCodeChurnUntil:,ageWithRespectTo:,weightedAgeWithRespectTo:,bug
21,11,1,10,1,6,0,13,6,30,0,4,6,0,0,0,4,13,0,3,82,40,6.30769,204,159,15.6923,-122,5,-9.38461,133.571,97.2857,0
57,5,1,2,3,6,0,26,17,5,0,4,27,0,0,1,2,1,0,1,1,1,1.0,1,1,1.0,0,0,0.0,170.143,0.0,0
45,6,3,2,4,21,0,18,9,3,3,7,9,2,0,0,4,4,0,2,18,15,4.5,23,19,5.75,-5,0,-1.25,98.0,56.6667,0
248,33,2,14,20,91,0,164,38,9,3,14,17,9,6,0,8,36,5,3,363,118,10.0833,361,96,10.0278,2,22,0.055556,139.714,39.9988,0
51,5,1,1,4,6,0,15,15,2,0,4,8,2,1,0,3,3,0,2,5,3,1.66667,4,3,1.33333,1,1,0.333333,111.714,13.1714,0
122,17,1,14,3,45,0,26,33,4,0,10,16,0,1,4,9,39,0,6,533,147,13.6667,455,147,11.6667,78,35,2.0,367.0,47.9743,0
13,4,1,4,0,1,0,3,2,8,0,2,9,0,0,8,2,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0
230,16,3,2,14,78,0,74,35,5,6,13,38,0,2,0,6,28,1,2,203,43,7.25,184,43,6.57143,19,13,0.678571,92.4286,44.69600000000001,0
130,17,1,3,15,36,0,72,35,3,0,9,7,3,3,0,3,3,0,1,3,2,1.0,3,2,1.0,0,0,0.0,27.2857,19.5238,1
35,6,1,3,3,15,0,15,5,2,0,6,9,2,0,0,6,7,0,2,9,3,1.28571,7,4,1.0,2,2,0.285714,32.7143,15.3333,0
51,1,2,0,1,120,0,32,16,2,1,16,27,2,0,0,16,6,0,2,34,16,5.66667,34,16,5.66667,0,1,0.0,32.7143,8.2437,0
19,4,3,1,3,6,0,10,6,1,5,4,14,1,0,0,3,4,1,3,16,10,4.0,9,8,2.25,7,10,1.75,150.429,52.0982,0
2,0,1,0,0,0,0,1,1,7,0,1,0,1,1,6,0,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,13.5714,0.0,0
9,1,2,0,1,1,0,5,2,0,1,2,11,0,0,0,2,18,0,2,69,16,3.83333,153,31,8.5,-84,6,-4.66667,148.571,17.2961,0
337,19,4,4,15,120,3,119,100,8,384,16,77,0,0,7,16,96,0,10,1711,272,17.8229,1509,290,15.7187,202,50,2.10417,367.0,115.101,1
367,29,2,2,28,741,0,217,102,19,0,39,22,17,9,0,29,9,0,1,980,406,108.889,88,61,9.77778,892,406,99.1111,125.857,7.39883,1
29,8,1,5,3,3,0,15,9,0,0,3,6,0,0,0,3,15,1,3,193,40,12.8667,240,62,16.0,-47,39,-3.13333,153.429,101.376,0
38,5,1,3,2,15,0,11,7,4,0,6,9,3,0,1,6,4,0,2,7,5,1.75,3,2,0.75,4,4,1.0,88.0,55.0612,0
3,4,1,4,0,10,3,6,1,0,0,5,18,0,0,0,5,3,0,3,2,1,0.666667,3,1,1.0,-1,0,-0.333333,70.1429,4.64286,0
20,3,1,2,1,1,0,8,4,1,0,2,0,1,0,0,1,17,0,3,29,6,1.7058799999999998,19,4,1.11765,10,4,0.5882350000000001,139.571,78.4433,0
76,12,2,3,9,45,0,48,24,1,0,10,15,1,1,0,9,14,0,5,487,203,34.7857,111,74,7.92857,376,203,26.8571,151.143,14.6624,0
49,8,1,2,7,21,0,29,7,4,0,7,0,4,1,0,6,12,0,5,61,18,5.08333,97,41,8.08333,-36,5,-3.0,240.71400000000003,76.2295,0
164,9,3,0,9,78,0,64,23,7,0,13,14,7,7,0,6,7,0,2,33,22,4.71429,28,22,4.0,5,3,0.714286,39.5714,20.8268,0
7,2,1,0,2,0,0,4,1,0,0,1,0,0,0,0,1,14,0,4,25,10,1.78571,17,4,1.21429,8,10,0.571429,205.571,61.2229,0
31,8,3,0,8,6,0,16,9,1,5,4,14,1,1,0,2,4,0,2,19,13,4.75,12,10,3.0,7,12,1.75,89.1429,18.3383,0
3,1,3,0,1,0,0,3,1,0,1,1,21,0,0,0,1,2,0,1,2,2,1.0,2,2,1.0,0,0,0.0,14.7143,7.57143,0
35,20,2,20,0,10,5,10,10,7,380,5,27,0,0,7,5,44,0,6,292,61,6.636360000000002,271,61,6.15909,21,16,0.477273,367.0,78.2143,0
328,15,4,2,14,741,0,195,85,4,50,39,176,0,0,0,13,42,0,7,1347,618,32.0714,1432,637,34.0952,-85,5,-2.02381,367.0,35.6825,0
57,1,1,0,1,10,0,15,17,3,0,5,0,2,0,0,5,2,0,2,17,17,8.5,25,25,12.5,-8,0,-4.0,92.2857,58.1429,0
70,10,1,4,7,45,0,39,16,8,0,10,9,8,1,0,9,36,0,3,282,60,7.83333,291,75,8.08333,-9,34,-0.25,139.571,70.1413,0
130,8,1,3,5,28,0,48,31,2,0,8,9,2,1,0,7,5,0,2,25,18,5.0,23,18,4.6,2,3,0.4,41.1429,23.9657,1
30,5,4,1,4,55,10,18,9,1,62,11,312,1,0,0,10,11,0,2,162,123,14.7273,188,123,17.0909,-26,123,-2.36364,59.2857,0.911816,0
64,3,1,1,2,45,0,20,18,4,0,10,8,0,0,4,10,29,0,4,280,93,9.65517,256,93,8.827589999999997,24,25,0.827586,367.0,34.4097,0
117,3,1,1,2,45,0,24,30,4,0,10,16,0,1,4,9,3,0,3,21,20,7.0,13,12,4.33333,8,8,2.66667,122.857,4.4149699999999985,0
75,9,4,0,9,6,0,29,17,0,384,4,41,0,0,0,4,14,0,6,92,64,6.57143,94,70,6.714289999999999,-2,3,-0.14285699999999998,270.143,132.286,0
77,9,2,0,9,36,0,42,24,0,0,9,16,0,2,0,7,24,2,2,88,14,3.66667,84,10,3.5,4,9,0.166667,139.143,55.1591,0
12,3,2,1,2,3,0,6,3,4,1,3,13,0,0,4,3,2,0,1,2,1,1.0,2,1,1.0,0,0,0.0,53.0,3.07143,0
24,5,2,4,1,21,3,8,7,1,95,7,68,1,0,0,5,9,0,3,20,4,2.22222,16,4,1.77778,4,2,0.444444,229.71400000000003,26.3143,0
516,29,1,1,29,276,0,337,168,13,0,24,7,9,22,0,0,57,0,6,932,191,16.3509,314,30,5.508769999999998,618,183,10.8421,239.143,82.1517,1
13,0,1,0,0,1,4,6,2,0,0,2,0,0,0,0,0,3,1,1,0,0,0.0,0,0,0.0,0,0,0.0,164.0,0.0,0
41,4,1,0,4,0,0,13,5,1,0,1,9,0,0,1,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,80.8571,0.0,0
95,5,1,4,1,36,0,31,14,5,0,9,0,5,1,0,6,22,2,3,118,27,5.36364,236,114,10.7273,-118,9,-5.36364,139.571,96.6598,0
55,6,1,1,5,6,0,27,15,1,0,4,0,1,1,0,3,18,0,2,166,121,9.22222,165,121,9.16667,1,121,0.055556,102.714,9.62134,0
53,7,2,0,7,21,0,31,8,0,0,7,7,0,1,0,2,9,0,4,88,27,9.77778,64,45,7.111110000000001,24,20,2.66667,201.286,77.5779,0
33,4,1,2,2,28,0,12,11,4,0,8,9,4,0,0,8,13,0,3,96,52,7.38462,66,52,5.0769199999999985,30,52,2.30769,96.5714,19.0937,0
3,0,1,0,0,0,0,2,1,43,0,1,0,1,0,42,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,14.8571,0.0,0
38,7,2,2,6,6,0,25,6,1,18,4,62,0,0,1,2,24,0,7,71,11,2.95833,71,14,2.95833,0,7,0.0,261.571,27.662,0
171,14,2,10,4,561,0,76,66,17,0,34,37,17,0,0,34,6,0,2,494,490,82.3333,542,538,90.3333,-48,0,-8.0,93.7143,39.1212,0
40,5,1,1,4,3,0,12,10,7,0,3,11,7,0,0,3,2,0,2,2,1,1.0,2,1,1.0,0,0,0.0,23.1429,8.07143,0
31,3,2,1,2,21,0,10,9,1,1,7,17,1,0,0,6,6,0,2,9,4,1.5,24,15,4.0,-15,3,-2.5,92.4286,39.5714,0
17,3,2,0,3,1,0,11,5,3,3,2,8,1,0,0,0,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,13.5714,0.0,0
173,18,3,5,13,190,2,121,44,5,5,20,71,1,0,1,14,27,0,7,399,101,14.7778,291,45,10.7778,108,56,4.0,258.857,179.22,0
17,2,1,0,2,0,0,9,4,0,0,1,0,0,0,0,1,4,0,2,5,4,1.25,3,1,0.75,2,3,0.5,49.0,25.9429,0
98,12,2,9,3,78,1,34,24,7,0,13,24,6,2,0,10,16,1,5,146,77,9.125,133,51,8.3125,13,46,0.8125,246.857,143.408,0
3,1,1,0,1,0,0,2,1,0,0,1,8,0,0,0,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,85.1429,0.0,0
5,1,5,1,0,1,0,2,2,0,2,2,55,0,0,0,1,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,60.1429,0.0,0
230,26,1,20,6,406,11,129,68,5,0,29,6,5,6,0,21,13,0,6,199,71,15.3077,117,71,9.0,82,48,6.30769,227.429,112.184,0
3,0,1,0,0,0,0,2,1,25,0,1,0,1,0,24,1,4,0,1,4,2,1.0,4,4,1.0,0,2,0.0,14.7143,3.5,0
87,5,2,2,3,36,0,39,13,2,8,9,63,2,1,0,2,5,0,1,32,24,6.4,11,5,2.2,21,19,4.2,121.714,13.7723,0
186,10,2,2,10,36,0,43,31,10,0,9,15,0,0,10,2,2,1,1,5,4,2.5,1,1,0.5,4,4,2.0,11.7143,2.05714,0
38,1,3,0,1,15,0,10,11,3,0,6,52,3,0,0,6,9,0,2,97,69,10.7778,103,75,11.4444,-6,7,-0.666667,110.714,28.3461,0
520,43,5,8,36,528,0,276,118,10,2,33,72,9,16,0,7,29,0,6,501,133,17.2759,386,178,13.3103,115,26,3.96552,144.0,58.3305,0
9,3,2,2,1,3,0,4,3,1,0,3,10,1,0,0,3,2,1,1,1,1,0.5,1,1,0.5,0,0,0.0,7.42857,0.571429,0
306,29,1,19,11,528,0,107,53,19,0,33,0,8,2,2,27,35,0,9,1117,483,31.9143,375,62,10.7143,742,445,21.2,368.143,275.335,1
45,4,1,2,2,15,0,20,6,2,0,6,9,0,0,0,0,3,0,3,8,6,2.66667,8,5,2.66667,0,1,0.0,143.857,50.5714,0
27,1,1,1,0,10,0,7,8,0,0,5,0,0,0,0,5,4,0,1,2,2,0.5,1,1,0.25,1,1,0.25,151.0,4.14286,0
258,6,2,1,6,136,2,79,58,10,0,17,15,4,2,3,14,10,0,1,162,56,16.2,36,17,3.6,126,48,12.6,55.1429,11.0441,0
198,16,1,2,14,190,0,97,45,7,0,20,0,7,10,0,10,23,0,4,314,69,13.6522,185,66,8.04348,129,53,5.6087,188.0,47.8644,1
15,1,1,0,1,0,0,4,2,0,0,1,6,0,0,0,1,7,0,3,11,4,1.57143,16,7,2.28571,-5,1,-0.714286,153.429,77.3507,0
24,2,1,1,1,3,2,8,7,0,0,3,22,0,0,0,3,3,0,2,9,8,3.0,10,9,3.33333,-1,0,-0.333333,110.857,68.2857,0
108,17,1,1,16,28,0,71,12,5,0,8,11,5,3,0,5,19,3,2,84,22,4.42105,54,11,2.84211,30,12,1.57895,131.714,79.3333,0
11,4,8,2,2,6,0,7,3,1,4,4,160,1,0,0,4,14,0,8,53,23,3.78571,43,15,3.07143,10,8,0.714286,335.286,110.288,0
76,7,1,2,5,15,0,44,21,3,0,6,6,3,3,0,3,3,1,1,55,36,18.3333,40,31,13.3333,15,27,5.0,71.8571,13.4026,0
24,4,1,4,0,3,0,9,3,8,0,3,6,0,0,0,3,3,0,3,7,6,2.33333,13,12,4.33333,-6,0,-2.0,133.571,84.3878,0
31,9,3,8,1,28,2,14,11,1,380,8,38,0,0,1,8,19,0,5,70,23,3.68421,89,23,4.68421,-19,11,-1.0,270.143,145.004,0
75,11,6,3,8,45,0,47,21,1,28,10,158,1,2,0,8,19,0,6,157,31,8.263160000000001,94,48,4.9473699999999985,63,28,3.31579,227.429,58.9445,0
70,9,1,2,7,15,0,25,13,6,0,6,9,6,0,0,6,8,0,2,33,12,4.125,22,10,2.75,11,4,1.375,46.0,5.831169999999998,0
89,6,1,2,4,10,0,27,12,2,0,5,9,2,2,0,3,9,2,2,23,11,2.55556,18,6,2.0,5,5,0.555556,131.714,58.3975,0
59,4,3,1,3,66,0,35,16,3,95,12,73,2,0,0,3,34,0,7,316,123,9.29412,181,123,5.32353,135,60,3.97059,333.1430000000001,70.9878,0
74,5,1,1,4,10,0,16,6,3,0,5,0,2,0,0,5,10,0,2,148,79,14.8,63,16,6.3,85,69,8.5,42.8571,7.1776100000000005,1
134,10,1,5,7,91,0,51,16,5,0,14,0,5,10,0,4,10,0,3,50,26,5.0,34,19,3.4,16,10,1.6,70.7143,25.3086,1
107,18,1,14,4,78,0,52,32,9,0,13,9,2,2,0,9,25,1,11,398,110,15.92,238,51,9.52,160,77,6.4,368.143,198.416,1
13,3,1,3,0,6,0,4,4,3,0,4,9,3,0,0,4,2,0,2,24,23,12.0,3,2,1.5,21,21,10.5,64.0,27.244,0
0,2,1,2,0,0,0,1,0,0,0,1,8,0,0,0,1,3,0,2,6,5,2.0,8,7,2.66667,-2,0,-0.666667,89.0,22.9524,0
21,9,4,8,2,21,7,11,7,1,1,7,63,0,0,0,1,14,0,6,83,17,5.92857,44,6,3.14286,39,12,2.78571,335.286,190.706,0
76,12,3,0,12,0,0,37,2,0,1,1,5,0,0,0,0,5,0,2,31,15,6.2,27,14,5.4,4,2,0.8,32.7143,8.15668,1
13,0,1,0,0,6,0,5,4,8,0,4,9,0,0,8,4,2,0,2,56,55,28.0,13,12,6.5,43,43,21.5,264.857,257.041,0
84,19,1,8,11,171,2,47,32,6,0,19,7,0,0,0,10,21,0,7,187,33,8.904760000000003,181,60,8.61905,6,30,0.285714,227.429,107.274,0
32,1,6,0,1,28,0,13,9,1,384,8,79,0,0,0,8,27,0,5,174,52,6.44444,161,52,5.96296,13,8,0.4814810000000001,367.0,78.014,0
130,14,2,1,13,3,0,35,18,6,0,3,11,2,0,4,2,2,1,1,3,2,1.5,11,10,5.5,-8,0,-4.0,11.7143,3.14286,1
48,7,2,1,7,55,0,31,15,3,0,11,13,2,5,0,4,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,21.1429,0.0,0
58,11,1,1,10,10,0,30,14,3,0,5,0,3,0,0,5,20,2,3,124,47,6.2,49,11,2.45,75,45,3.75,139.571,69.84100000000001,0
15,3,2,3,0,10,0,5,5,3,0,5,22,3,0,0,5,8,0,2,10,4,1.25,7,1,0.875,3,3,0.375,133.0,87.8,0
32,5,2,2,3,10,0,12,8,7,0,5,11,0,0,7,3,1,1,1,1,1,1.0,1,1,1.0,0,0,0.0,11.7143,0.0,0
101,8,1,4,4,55,0,48,26,2,0,11,6,1,4,1,7,5,0,3,35,22,7.0,24,22,4.8,11,10,2.2,136.286,65.7102,0
40,7,4,0,7,3,0,31,7,0,13,3,51,0,0,0,2,3,0,2,79,43,26.3333,46,43,15.3333,33,33,11.0,90.5714,10.3834,0
30,8,1,8,0,55,0,11,10,11,0,11,6,5,0,0,11,9,0,5,58,27,6.44444,29,13,3.22222,29,27,3.22222,306.143,80.4951,0
23,3,6,1,2,3,0,11,9,0,394,3,107,0,0,0,3,29,0,5,160,60,5.51724,145,60,5.0,15,8,0.517241,367.0,54.5152,0
70,13,5,1,12,45,0,40,13,4,13,10,80,0,1,0,7,3,1,2,33,29,11.0,50,48,16.6667,-17,2,-5.66667,95.5714,57.7922,0
14,5,1,5,0,6,0,5,4,2,0,4,18,2,0,0,3,6,0,1,13,5,2.16667,13,5,2.16667,0,4,0.0,110.714,49.7143,0
121,18,2,2,16,28,0,59,28,4,1,8,5,4,4,0,1,29,0,6,544,186,18.7586,311,99,10.7241,233,161,8.03448,230.71400000000003,48.3149,0
22,12,3,8,4,15,2,13,6,2,95,6,73,0,0,1,4,24,0,6,225,77,9.375,189,77,7.875,36,47,1.5,333.1430000000001,66.5175,0
32,14,6,11,4,15,0,12,8,3,5,6,93,3,0,0,3,8,0,3,111,86,13.875,96,86,12.0,15,86,1.875,59.2857,1.8314,0
36,4,1,1,3,3,0,18,7,1,0,3,10,0,0,1,3,24,0,6,146,65,6.08333,150,65,6.25,-4,4,-0.166667,367.0,65.5724,0
120,44,3,17,28,66,0,61,18,2,6,12,57,2,0,0,6,12,0,2,248,73,20.6667,226,122,18.8333,22,73,1.83333,32.7143,18.3957,1
102,8,2,1,7,91,0,64,21,5,2,14,27,0,0,0,14,4,0,4,9,6,2.25,9,5,2.25,0,1,0.0,143.857,52.7143,0
55,8,2,2,6,55,0,24,17,3,1,11,26,3,0,0,11,17,0,3,105,55,6.17647,59,20,3.47059,46,47,2.70588,45.1429,4.76599,0
40,7,1,2,5,21,0,24,12,1,0,7,9,1,1,0,6,13,0,7,95,19,7.307689999999999,98,51,7.5384600000000015,-3,13,-0.230769,368.143,130.263,0
98,11,1,5,6,66,3,39,22,5,0,12,0,3,1,0,9,16,0,5,256,58,16.0,70,46,4.375,186,58,11.625,149.857,52.9375,0
251,23,5,1,22,171,0,118,62,10,2,19,72,10,8,0,7,30,0,6,928,216,30.9333,364,226,12.1333,564,216,18.8,180.571,47.9244,0
38,1,4,0,1,15,0,10,11,3,0,6,71,3,0,0,6,9,0,2,100,72,11.1111,108,80,12.0,-8,7,-0.8888889999999999,110.714,28.1129,0
136,6,3,1,6,171,0,72,38,10,95,19,73,6,0,0,9,45,0,7,813,187,18.0667,414,187,9.2,399,93,8.86667,333.1430000000001,98.4973,0
77,5,1,3,2,3,0,12,12,2,0,3,8,2,0,0,3,8,0,2,132,62,16.5,104,50,13.0,28,12,3.5,105.0,81.7056,1
21,3,1,1,2,6,0,10,7,2,0,4,6,2,0,0,4,8,0,6,40,13,5.0,35,20,4.375,5,10,0.625,294.0,95.9214,0
154,12,4,5,7,55,0,78,42,4,13,11,42,3,0,0,11,27,0,7,250,72,9.25926,162,45,6.0,88,63,3.25926,335.286,135.562,0
624,151,1,133,26,2775,2,315,167,10,0,75,4,9,10,0,39,65,0,8,993,127,15.2769,544,156,8.36923,449,74,6.90769,227.429,97.9691,0
30,0,2,0,0,1,0,4,2,0,0,2,7,0,0,0,1,2,0,2,3,3,1.5,3,3,1.5,0,0,0.0,110.0,75.8571,0
140,5,2,1,4,66,0,49,24,2,4,12,18,2,0,0,6,16,0,4,493,183,30.8125,116,69,7.25,377,183,23.5625,156.429,17.9507,1
16,4,2,2,3,1,0,8,3,1,0,2,2,1,0,0,2,3,1,1,0,0,0.0,0,0,0.0,0,0,0.0,164.0,0.0,0
65,9,1,6,3,36,0,42,22,2,0,9,9,2,0,0,9,7,0,3,57,36,8.14286,81,38,11.5714,-24,11,-3.42857,45.4286,24.5013,0
3,1,3,0,1,0,0,3,1,0,1,1,21,0,0,0,1,2,0,1,2,2,1.0,2,2,1.0,0,0,0.0,14.7143,7.57143,0
31,4,2,0,4,6,0,14,4,4,0,4,15,3,0,0,4,4,0,3,4,1,1.0,4,1,1.0,0,0,0.0,239.143,8.10714,0
7,2,2,1,1,1,0,4,3,0,0,2,29,0,0,0,2,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,105.857,0.0,0
38,1,1,0,1,3,0,9,4,1,0,3,0,1,0,0,1,4,0,1,36,23,9.0,29,25,7.25,7,9,1.75,96.4286,61.6032,1
30,10,2,2,8,3,0,20,10,2,0,3,11,2,1,0,2,7,1,4,39,17,5.57143,13,8,1.85714,26,16,3.71429,106.286,26.7253,0
36,7,1,2,5,6,0,17,8,4,0,4,9,4,1,0,3,2,0,1,14,13,7.0,4,3,2.0,10,10,5.0,62.7143,21.2245,0
168,12,1,4,8,45,0,72,24,7,0,10,9,0,1,0,0,4,0,3,14,6,3.5,10,5,2.5,4,4,1.0,143.857,34.9592,0
39,9,3,1,8,6,0,20,11,2,1,4,19,1,1,0,3,11,0,3,33,7,3.0,39,16,3.54545,-6,5,-0.545455,81.2857,28.5844,0
49,8,1,0,8,10,0,24,11,2,0,5,0,2,2,0,3,11,0,2,23,7,2.09091,19,6,1.72727,4,3,0.363636,81.8571,37.9814,1
44,2,1,1,1,6,0,10,14,3,0,4,8,0,1,3,3,10,0,6,152,67,15.2,14,4,1.4,138,67,13.8,240.857,5.47462,0
125,7,1,2,5,55,0,36,33,11,0,11,8,11,3,0,8,12,0,1,436,142,36.3333,48,29,4.0,388,142,32.3333,125.857,15.2654,1
71,15,1,5,11,21,0,59,21,5,0,7,9,5,0,0,6,21,1,3,180,38,8.57143,139,31,6.61905,41,33,1.95238,50.0,8.53333,0
16,8,1,6,2,1,0,6,3,2,0,2,10,0,0,2,2,2,0,2,2,1,1.0,2,1,1.0,0,0,0.0,234.71400000000003,7.714289999999999,0
184,13,5,1,12,10,0,73,49,2,421,5,93,0,0,2,5,56,0,8,647,174,11.5536,567,174,10.125,80,30,1.42857,367.0,86.2279,1
3,0,3,0,0,0,0,1,1,0,2,1,11,0,0,0,1,3,1,1,10,10,3.33333,1,1,0.333333,9,10,3.0,98.2857,2.85714,0
3,3,2,3,0,0,0,1,1,1,0,1,23,1,0,0,1,6,0,2,8,4,1.33333,5,1,0.833333,3,3,0.5,133.0,92.7143,0
104,14,3,1,13,153,0,65,21,0,8,18,46,0,0,0,15,65,0,7,643,217,9.89231,787,324,12.1077,-144,13,-2.21538,367.0,60.7758,0
20,1,1,1,1,6,1,5,6,1,0,4,8,0,0,1,3,12,0,5,228,53,19.0,162,35,13.5,66,40,5.5,193.571,4.72807,0
10,3,1,3,0,3,0,3,3,2,0,3,9,2,0,0,2,1,1,1,0,0,0.0,0,0,0.0,0,0,0.0,7.42857,0.0,0
72,6,1,2,5,15,0,32,14,5,0,6,9,5,2,0,4,8,0,2,18,6,2.25,11,6,1.375,7,3,0.875,46.0,15.5238,1
13,2,3,0,2,6,0,6,4,1,5,4,14,1,0,0,3,6,1,3,16,10,2.66667,5,2,0.833333,11,10,1.83333,150.429,26.9732,0
212,95,1,95,0,66,0,23,16,43,0,12,6,0,1,0,11,5,0,2,261,153,52.2,230,168,46.0,31,40,6.2,85.8571,31.9425,0
6,5,5,3,2,1,0,4,3,0,1,2,23,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0
17,3,5,1,2,3,0,10,4,2,387,3,75,0,0,2,3,28,0,4,168,59,6.0,159,59,5.67857,9,6,0.321429,367.0,52.7798,0
9,3,1,1,2,1,0,6,6,1,0,2,18,0,0,0,2,5,0,2,6,2,1.2,6,3,1.2,0,1,0.0,32.7143,12.7143,0
105,20,5,10,11,28,4,55,37,2,384,8,87,0,0,2,6,70,0,9,421,62,6.01429,333,62,4.75714,88,32,1.25714,367.0,128.918,0
31,5,1,2,3,6,0,17,9,2,0,4,0,2,0,0,4,41,0,3,273,40,6.65854,213,48,5.195119999999998,60,35,1.46341,139.714,45.6473,0
1500,47,1,34,13,528,9,2062,898,1,151,33,8,0,0,0,33,46,0,5,5807,1581,126.239,6763,2499,147.02200000000005,-956,147,-20.7826,367.0,76.9932,0
41,10,2,1,9,6,0,22,12,3,0,4,28,2,0,0,2,24,0,7,199,36,8.29167,143,49,5.95833,56,29,2.33333,227.429,121.825,0
12,1,1,1,0,10,2,5,4,0,0,5,13,0,0,0,5,3,0,2,5,4,1.66667,2,1,0.666667,3,3,1.0,41.5714,18.5143,0
177,13,1,7,6,66,0,74,31,5,0,12,0,5,5,0,7,10,1,1,257,86,25.7,83,66,8.3,174,85,17.4,52.1429,10.075,0
62,11,4,3,8,28,0,35,16,0,28,8,91,0,1,0,2,41,0,7,337,105,8.219510000000001,316,105,7.707319999999998,21,15,0.512195,367.0,80.2128,0
47,2,1,1,1,15,1,14,12,2,0,6,0,1,0,0,4,3,0,2,5,4,1.66667,2,1,0.666667,3,3,1.0,39.8571,15.6286,0
55,6,1,1,5,15,0,20,13,6,0,6,51,6,0,0,5,37,3,3,255,59,6.891889999999999,297,62,8.02703,-42,12,-1.13514,132.714,58.0717,0
34,8,4,7,1,21,1,13,7,0,1,7,31,0,0,0,2,12,0,6,53,11,4.41667,49,15,4.08333,4,4,0.333333,335.286,170.81900000000005,0
100,15,5,1,14,78,0,56,21,0,13,13,80,0,2,0,9,3,1,2,31,29,10.3333,29,27,9.66667,2,2,0.666667,95.5714,58.1567,0
87,9,3,5,4,91,0,45,23,3,95,14,76,2,0,0,5,39,0,7,400,171,10.2564,255,171,6.53846,145,60,3.71795,333.1430000000001,66.5168,0
38,6,1,3,3,28,0,18,11,5,0,8,9,3,0,0,8,5,0,2,34,28,6.8,28,25,5.6,6,3,1.2,45.8571,22.4958,0
90,12,1,0,12,10,0,38,29,2,0,5,9,2,0,0,4,37,1,3,318,130,8.59459,301,130,8.13513,17,130,0.459459,98.7143,14.9367,0
103,9,1,1,8,28,0,47,25,6,0,8,0,5,2,0,3,9,0,2,28,18,3.11111,36,24,4.0,-8,1,-0.8888889999999999,32.7143,6.20408,1
326,12,1,6,6,630,0,108,61,7,0,36,0,6,11,0,20,21,0,2,597,446,28.4286,710,446,33.8095,-113,446,-5.38095,103.571,5.83943,0
0,6,1,6,0,10,2,5,0,5,0,5,8,0,0,0,5,7,0,4,9,3,1.28571,9,3,1.28571,0,0,0.0,220.143,45.0952,0
50,7,2,3,4,45,0,25,14,1,0,10,44,1,0,0,10,13,0,6,96,23,7.38462,94,51,7.23077,2,23,0.153846,325.0,137.792,0
27,3,1,2,1,36,0,15,10,1,0,9,0,1,0,0,7,8,0,3,22,9,2.75,50,41,6.25,-28,3,-3.5,135.429,84.1948,0
30,5,1,4,1,10,0,16,6,53,0,5,6,5,3,0,2,5,0,2,53,39,10.6,38,34,7.6,15,6,3.0,381.0,1.91914,0
32,9,2,2,7,3,0,22,7,1,0,3,11,1,0,0,3,5,0,2,39,28,7.8,8,5,1.6,31,27,6.2,43.8571,25.4176,0
13,1,2,0,1,0,0,8,4,0,1,1,2,0,0,0,0,3,0,2,4,4,1.33333,2,1,0.666667,2,3,0.666667,43.8571,17.2857,1
105,2,1,0,2,6,0,32,18,0,0,4,0,0,3,0,1,5,0,2,288,144,57.6,0,0,0.0,288,144,57.6,145.143,0.07142899999999999,0
0,0,1,0,0,0,0,0,0,4,0,0,6,0,0,0,0,5,0,4,5,2,1.0,3,2,0.6,2,2,0.4,110.143,29.6857,0
38,3,1,1,2,10,0,11,8,2,0,5,0,2,1,0,4,4,0,2,40,34,10.0,10,8,2.5,30,33,7.5,105.0,13.6643,0
39,7,1,5,3,6,0,10,9,4,0,4,7,1,0,0,2,16,0,5,500,170,31.25,233,106,14.5625,267,170,16.6875,239.143,62.1743,1
88,4,1,1,3,15,0,24,11,3,0,6,0,3,0,0,2,10,0,3,276,116,27.6,30,25,3.0,246,116,24.6,92.8571,7.2707,1
214,153,1,138,16,1225,6,124,48,5,0,50,9,3,1,0,39,95,2,13,1990,132,20.9474,1099,202,11.5684,891,98,9.37895,368.143,207.691,1
25,2,1,1,2,28,0,12,9,1,0,8,6,1,0,0,8,4,0,1,27,13,6.75,16,14,4.0,11,13,2.75,49.4286,7.41799,0
9,8,4,8,0,1,0,2,2,2,35,2,47,1,0,1,2,23,0,6,100,35,4.34783,87,35,3.78261,13,6,0.565217,367.0,85.0928,0
